2025-08-12 22:33:07.f - {"seq": 15, "timestamp": "2025-08-12T22:33:07.739453", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10000E", "latitude": 51.46742820739746, "longitude": -0.480802059173584, "altitude_ft": 50, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "DAL23", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 16, "timestamp": "2025-08-12T22:33:07.739550", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10000F", "latitude": 51.47337198257446, "longitude": -0.4440879821777344, "altitude_ft": 75, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "UAL919", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 17, "timestamp": "2025-08-12T22:33:07.739655", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100010", "latitude": 51.47051811218262, "longitude": -0.47998666763305664, "altitude_ft": 50, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "BAW49", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 18, "timestamp": "2025-08-12T22:33:07.739754", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100011", "latitude": 51.472063064575195, "longitude": -0.4625415802001953, "altitude_ft": 50, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "DILLY", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 19, "timestamp": "2025-08-12T22:33:07.739851", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100012", "latitude": 51.46317958831787, "longitude": -0.4500102996826172, "altitude_ft": 75, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "KLM84V", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 20, "timestamp": "2025-08-12T22:33:07.739958", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100013", "latitude": 51.464853286743164, "longitude": -0.4523491859436035, "altitude_ft": 200, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "BAW988", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 21, "timestamp": "2025-08-12T22:33:07.740055", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100014", "latitude": 51.62276029586792, "longitude": 1.9512319564819336, "altitude_ft": 34025, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "DLH5AK", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 22, "timestamp": "2025-08-12T22:33:07.740151", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100015", "latitude": 52.17825651168823, "longitude": 1.8900775909423828, "altitude_ft": 37050, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "DLH4HN", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 23, "timestamp": "2025-08-12T22:33:07.740246", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100016", "latitude": 52.611165046691895, "longitude": 1.31486177444458, "altitude_ft": 25050, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "BAW8023", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 24, "timestamp": "2025-08-12T22:33:07.740342", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100017", "latitude": 51.14358901977539, "longitude": 1.7525553703308105, "altitude_ft": 31275, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "WMT2471", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 25, "timestamp": "2025-08-12T22:33:07.740449", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100018", "latitude": 52.34483242034912, "longitude": -1.659536361694336, "altitude_ft": 5325, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "TCX113", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 26, "timestamp": "2025-08-12T22:33:07.740550", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100019", "latitude": 52.17214107513428, "longitude": -1.4993548393249512, "altitude_ft": 15250, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "GCTEN", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 27, "timestamp": "2025-08-12T22:33:07.740647", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10001A", "latitude": 52.239646911621094, "longitude": -1.4992046356201172, "altitude_ft": 17025, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "SHT3U", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 28, "timestamp": "2025-08-12T22:33:07.740743", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10001B", "latitude": 50.80209016799927, "longitude": -1.3145828247070312, "altitude_ft": 21350, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "BAW305", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 29, "timestamp": "2025-08-12T22:33:07.740838", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10001C", "latitude": 50.87221384048462, "longitude": -0.22429704666137695, "altitude_ft": 8050, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "EZY2811", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 30, "timestamp": "2025-08-12T22:33:07.740947", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10001D", "latitude": 51.15416765213013, "longitude": 1.529996395111084, "altitude_ft": 35000, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "EXS27W", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 31, "timestamp": "2025-08-12T22:33:07.741056", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10001E", "latitude": 51.5352988243103, "longitude": 0.3638577461242676, "altitude_ft": 0, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "GACFB", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 32, "timestamp": "2025-08-12T22:33:07.741162", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10001F", "latitude": 51.02501392364502, "longitude": -0.06372928619384766, "altitude_ft": 3575, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "NDF6036", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 33, "timestamp": "2025-08-12T22:33:07.741267", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100020", "latitude": 51.32894039154053, "longitude": 0.4235529899597168, "altitude_ft": 17475, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "BAW916N", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 34, "timestamp": "2025-08-12T22:33:07.741477", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100021", "latitude": 50.58571100234985, "longitude": -1.8567323684692383, "altitude_ft": 13975, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "2ANJA", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 35, "timestamp": "2025-08-12T22:33:07.741614", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100022", "latitude": 52.809176445007324, "longitude": -0.3809165954589844, "altitude_ft": 3800, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "RRR425", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 36, "timestamp": "2025-08-12T22:33:07.741810", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100023", "latitude": 51.468350887298584, "longitude": 1.7916297912597656, "altitude_ft": 20875, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "CMT532U", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 37, "timestamp": "2025-08-12T22:33:07.741931", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100024", "latitude": 51.32855415344238, "longitude": 0.18966436386108398, "altitude_ft": 14075, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "BCY118", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 38, "timestamp": "2025-08-12T22:33:07.742057", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100025", "latitude": 51.878578662872314, "longitude": -0.3789210319519043, "altitude_ft": 500, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "EZY84YF", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 39, "timestamp": "2025-08-12T22:33:07.742195", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100026", "latitude": 51.15558385848999, "longitude": -0.17814159393310547, "altitude_ft": 175, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "NOZ17T", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 40, "timestamp": "2025-08-12T22:33:07.742303", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100027", "latitude": 51.120007038116455, "longitude": 2.205677032470703, "altitude_ft": 35525, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "MSR778", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 41, "timestamp": "2025-08-12T22:33:07.742405", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100028", "latitude": 51.155734062194824, "longitude": -0.17760515213012695, "altitude_ft": 175, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "EZY8099", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 42, "timestamp": "2025-08-12T22:33:07.742505", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x100029", "latitude": 51.791653633117676, "longitude": -0.40246009826660156, "altitude_ft": 22225, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "EXS83MA", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 43, "timestamp": "2025-08-12T22:33:07.742608", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10002A", "latitude": 51.15815877914429, "longitude": -0.17734766006469727, "altitude_ft": 175, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "UAE74W", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 44, "timestamp": "2025-08-12T22:33:07.742712", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10002B", "latitude": 51.46811485290527, "longitude": -1.013016700744629, "altitude_ft": 15150, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "EIN165", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 45, "timestamp": "2025-08-12T22:33:07.742813", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10002C", "latitude": 51.89237594604492, "longitude": 0.259552001953125, "altitude_ft": 325, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "RYR12RZ", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:07.f - {"seq": 46, "timestamp": "2025-08-12T22:33:07.742912", "sender": "127.0.0.1:62090", "message_type": "Traffic Report", "data": {"icao_address": "0x10002D", "latitude": 50.64379692077637, "longitude": 0.06239891052246094, "altitude_ft": 24600, "ground_speed_kts": 0, "vertical_speed_fpm": 0, "track_deg": 0.0, "callsign": "FDX", "emitter_category": 1, "nav_integrity": 11, "nav_accuracy": 10, "emergency_code": 0}}
2025-08-12 22:33:08.f - {"seq": 47, "timestamp": "2025-08-12T22:33:08.239836", "sender": "127.0.0.1:62090", "message_type": "Heartbeat", "data": {"timestamp": "14:33:08", "timestamp_raw": 52388, "status1": "0x81", "status2": "0x01", "message_count": 0}}
